,longitude,latitude,Postal_Code,Region,Province,Municipality,Price,Price_m2,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
8683,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,132000,4400,1,FLAT_STUDIO,0,0,30,0,0,0,1,1,0,0,2,0,0,1
8684,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,139000,1208,0,HOUSE,6,2,115,1,0,0,1,4,0,0,2,0,0,0
8685,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,527500,5552,1,PENTHOUSE,5,2,95,0,0,0,1,7,0,0,2,0,0,1
8686,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,299000,2491,0,HOUSE,6,3,120,1,0,0,1,6,0,0,2,0,0,0
8687,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,219000,2959,1,SERVICE_FLAT,5,1,74,0,0,0,1,15,0,0,2,0,0,1
8688,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,449000,4827,1,APARTMENT,2,2,93,1,0,0,1,3,0,0,2,0,0,0
8689,5.497986977613582,50.61819164237959,4101,1,7,Seraing,215000,667,0,HOUSE,5,2,117,0,0,0,1,30,1,205,2,0,0,0
8692,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,198000,3600,1,APARTMENT,6,1,55,0,0,0,1,10,0,0,1,0,0,1
8697,4.298111097530031,51.34298198470965,2040,2,8,Antwerpen,489000,1207,0,HOUSE,5,3,180,0,0,0,1,30,1,225,2,0,0,0
8699,5.508048762890354,50.58496196593964,4100,1,7,Seraing,249000,506,0,HOUSE,0,2,170,0,0,0,1,45,1,322,2,0,0,0
8700,2.920364240174513,51.204054302137884,8400,2,10,Oostende,219000,3775,1,APARTMENT,6,1,58,0,0,0,1,13,0,0,2,0,0,1
8702,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,729000,7838,1,APARTMENT,5,3,93,1,0,0,1,5,0,0,2,0,1,1
8703,3.720262345300755,51.053260703972086,9000,2,9,Gent,575000,7467,1,APARTMENT,5,1,77,1,0,0,1,8,0,0,2,0,0,1
8704,5.497986977613582,50.61819164237959,4101,1,7,Seraing,179500,842,0,HOUSE,6,3,113,0,0,0,1,10,1,100,2,0,0,0
8705,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,325000,2685,0,HOUSE,6,3,121,0,0,0,1,8,0,0,2,0,0,0
8707,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,499000,3514,1,DUPLEX,5,2,142,1,0,0,1,26,0,0,2,0,1,1
8709,4.047007532896995,50.941780843882924,9300,2,9,Aalst,224000,2635,1,APARTMENT,5,2,85,0,0,0,1,10,0,0,2,0,0,0
8711,4.471344481505892,50.845386982127444,1950,2,6,Kraainem,625000,1865,0,HOUSE,3,4,165,0,0,0,1,12,1,170,2,0,0,0
8712,3.738386889083249,51.115287374583325,9032,2,9,Gent,349000,3712,1,APARTMENT,6,2,94,0,0,0,1,19,0,0,2,0,0,0
8713,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,350000,2517,1,GROUND_FLOOR,6,3,139,1,0,0,1,10,0,0,2,0,1,1
8714,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,349000,3793,1,APARTMENT,5,2,92,1,0,0,1,2,0,0,2,0,0,0
8715,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,380640,4092,1,APARTMENT,0,2,93,0,0,0,1,8,0,0,2,0,0,0
8716,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,499000,1467,0,MANSION,3,4,185,0,0,0,1,9,1,155,2,0,0,0
8717,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,450000,2112,0,HOUSE,5,4,158,1,0,0,1,12,1,55,3,0,0,0
8718,4.361370487792108,50.78987082854528,1180,0,0,Uccle,765000,3269,1,GROUND_FLOOR,5,3,234,1,0,0,1,20,0,0,2,0,1,1
8719,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,175000,2333,1,APARTMENT,0,2,75,0,0,0,1,40,0,0,2,0,0,0
8720,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,164000,2157,1,APARTMENT,3,2,76,0,0,0,1,15,0,0,2,0,0,1
8721,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,406000,2839,0,HOUSE,5,3,127,1,0,0,1,12,1,16,3,0,0,0
8722,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,640000,5423,1,PENTHOUSE,2,2,118,0,0,0,1,1,0,0,2,0,0,0
8724,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,599000,2570,0,TOWN_HOUSE,5,3,180,1,0,0,1,11,1,53,2,0,0,0
8725,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,265000,3785,1,APARTMENT,2,1,70,0,0,0,1,3,0,0,2,0,0,1
8726,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,180000,3000,1,APARTMENT,6,1,60,0,0,0,1,16,0,0,2,0,0,1
8727,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,135000,1901,1,APARTMENT,4,2,71,0,0,0,1,13,0,0,1,0,0,1
8728,4.361370487792108,50.78987082854528,1180,0,0,Uccle,995000,3454,1,PENTHOUSE,5,5,288,1,0,0,1,65,0,0,2,0,0,0
8732,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,470000,3357,1,DUPLEX,6,2,140,1,0,0,1,30,0,0,2,0,0,0
8734,2.7761610348929397,51.15486680637328,8434,2,10,Middelkerke,184000,3914,1,APARTMENT,6,1,47,0,1,0,1,4,0,0,2,0,0,1
8743,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,199000,2030,0,MIXED_USE_BUILDING,6,2,98,0,0,0,1,3,0,0,3,0,0,1
8744,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,475000,4750,1,APARTMENT,5,2,100,0,0,0,1,2,0,0,2,0,0,1
8745,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,395000,3160,1,APARTMENT,0,3,125,0,0,1,1,25,0,0,2,0,1,1
8746,3.772807392554319,51.103064477304066,9041,2,9,Gent,425000,4126,1,APARTMENT,5,3,103,1,0,0,1,62,0,0,2,0,0,1
8749,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,425000,4047,0,MANSION,0,3,105,0,0,0,1,12,0,0,2,0,0,0
8750,4.047007532896995,50.941780843882924,9300,2,9,Aalst,339000,1756,0,HOUSE,6,3,193,0,0,0,1,17,0,0,2,0,0,0
8751,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,665000,3463,0,HOUSE,6,4,192,0,0,0,1,23,0,0,2,0,0,0
8752,4.342915597541709,50.90929474624263,1853,2,6,Grimbergen,265000,2789,1,APARTMENT,6,3,95,1,0,0,1,5,0,0,2,0,0,1
8753,3.720262345300755,51.053260703972086,9000,2,9,Gent,275000,6395,1,APARTMENT,5,1,43,1,0,0,1,2,0,0,2,0,0,0
8754,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,525000,3860,1,PENTHOUSE,3,3,136,1,0,0,1,5,0,0,2,0,0,1
8757,4.156645019474472,51.16368187628335,9100,2,9,Sint-Niklaas,299000,2622,1,APARTMENT,6,3,114,1,0,0,1,6,0,0,2,0,0,1
8760,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,525000,5412,1,PENTHOUSE,6,2,97,1,0,0,1,42,0,0,2,0,1,1
8761,5.380064364430568,49.966023829437134,6800,1,4,Libramont-Chevigny,309000,325,0,HOUSE,4,4,150,0,0,0,1,10,1,800,4,0,0,0
8762,3.720262345300755,51.053260703972086,9000,2,9,Gent,920000,4717,1,APARTMENT,5,2,195,0,0,1,1,40,0,0,2,0,0,1
8765,4.279490957617121,50.90119406509116,1731,2,6,Asse,499000,1512,0,HOUSE,0,3,170,1,0,0,1,3,1,160,3,0,0,0
8767,5.7415202000238965,49.68523319258533,6700,1,4,Arlon,570000,1893,0,HOUSE,6,4,301,0,0,1,1,15,0,0,4,0,0,0
8769,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,345000,2065,1,DUPLEX,6,2,167,0,0,0,1,9,0,0,2,0,0,1
8770,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,475000,2745,1,APARTMENT,0,4,173,0,0,0,1,20,0,0,2,0,1,1
8773,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,319000,3190,1,APARTMENT,6,2,100,0,0,0,1,5,0,0,2,0,0,1
8774,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,395000,677,0,HOUSE,4,3,128,0,0,0,1,40,1,455,3,0,0,0
8775,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,895000,4589,1,PENTHOUSE,5,2,195,1,0,0,1,30,0,0,2,0,0,0
8777,5.577531125648646,50.59185028437595,4000,1,7,Liège,439000,4064,1,APARTMENT,5,2,108,0,0,0,1,18,0,0,2,0,1,1
8778,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,335000,2863,1,APARTMENT,0,2,117,0,0,0,1,13,0,0,2,0,0,1
8782,3.2588654806261412,51.31166474283851,8301,2,10,Knokke-Heist,669000,3466,0,HOUSE,5,3,128,0,0,0,1,65,1,65,3,0,1,0
8783,4.361370487792108,50.78987082854528,1180,0,0,Uccle,950000,2769,0,HOUSE,5,4,193,0,0,0,1,1,1,150,3,0,0,0
8784,4.344697581912635,50.829476307319766,1060,0,0,Saint-Gilles,1075000,2953,0,HOUSE,3,5,334,0,0,0,1,1,1,30,2,0,0,0
8785,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,339000,2801,1,APARTMENT,6,2,121,0,0,0,1,7,0,0,2,0,0,1
8786,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,220000,2750,1,APARTMENT,3,2,80,0,0,0,1,2,0,0,3,0,0,1
8787,4.941172558459968,50.80922727420936,3300,2,6,Tienen,565000,3138,1,APARTMENT,5,3,180,0,0,0,1,24,0,0,2,0,0,1
8788,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,360000,2975,1,APARTMENT,0,2,121,0,0,0,1,8,0,0,2,0,1,1
8790,2.8368380598056255,51.17815500112932,8430,2,10,Middelkerke,558000,7971,1,APARTMENT,5,2,70,0,0,0,1,3,0,0,2,0,1,1
8795,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,480000,4485,1,APARTMENT,6,2,107,0,0,0,1,12,0,0,2,0,0,0
8796,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,189000,2779,0,HOUSE,6,4,68,0,0,0,1,1,0,0,2,0,0,0
8797,4.736791897843723,50.88954206447257,3010,2,6,Leuven,335000,3602,1,APARTMENT,6,2,93,0,0,0,1,80,0,0,2,0,0,0
8798,4.375234148039785,50.87298266192055,1120,0,0,Bruxelles,477000,1558,0,HOUSE,5,5,186,0,0,1,1,30,1,120,2,0,0,0
8799,3.720262345300755,51.053260703972086,9000,2,9,Gent,450000,2445,0,HOUSE,4,3,184,0,1,0,1,10,0,0,2,0,0,0
8800,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,247000,3528,1,APARTMENT,2,1,70,0,0,0,1,25,0,0,2,0,0,1
8802,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,334900,2160,0,MIXED_USE_BUILDING,6,3,155,0,0,0,1,12,0,0,2,0,0,0
8803,4.321383766329789,50.881720021988286,1090,0,0,Jette,320000,3555,1,APARTMENT,6,3,90,0,0,0,1,3,0,0,2,0,0,1
8804,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,135000,3375,1,APARTMENT,0,1,40,0,1,0,1,4,0,0,2,0,0,1
8806,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,995000,9212,1,DUPLEX,6,2,108,1,0,0,1,16,0,0,2,0,0,1
8807,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,330000,4125,1,APARTMENT,6,1,80,0,0,0,1,4,0,0,2,0,0,0
8808,4.199980231053451,50.83953171216256,1703,2,6,Dilbeek,349000,2982,0,HOUSE,6,3,117,0,0,0,1,16,0,0,3,0,0,0
8809,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,272000,2989,1,APARTMENT,6,2,91,0,0,0,1,8,0,0,2,0,0,1
8815,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,441000,4410,1,APARTMENT,6,2,100,0,0,0,1,28,0,0,2,0,0,1
8816,4.471344481505892,50.845386982127444,1950,2,6,Kraainem,1290000,2931,0,HOUSE,6,4,310,1,0,0,1,60,1,130,4,0,0,0
8817,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,235000,821,0,HOUSE,4,5,236,0,0,0,1,39,1,50,2,0,0,0
8819,5.577531125648646,50.59185028437595,4000,1,7,Liège,450000,1500,0,HOUSE,6,5,215,0,0,0,1,10,1,85,2,0,0,0
8821,5.638561209383813,50.639959100598105,4020,1,7,Liège,250000,3086,1,PENTHOUSE,6,2,81,0,0,0,1,46,0,0,2,0,0,1
8822,4.361370487792108,50.78987082854528,1180,0,0,Uccle,625000,4058,1,APARTMENT,0,2,154,0,0,1,1,70,0,0,4,0,0,1
8823,4.440022349479033,50.38225363133343,6001,1,5,Charleroi,168000,831,0,HOUSE,0,2,102,0,0,0,1,10,1,100,2,0,0,0
8826,5.508048762890354,50.58496196593964,4100,1,7,Seraing,99000,487,0,HOUSE,4,4,203,0,0,0,1,8,0,0,2,0,0,0
8827,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,165000,2200,1,APARTMENT,6,2,75,0,0,0,1,3,0,0,2,0,0,0
8829,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,435000,1242,0,MIXED_USE_BUILDING,6,3,250,0,0,0,1,10,1,100,2,0,0,0
8830,5.528168774947655,50.65833644138832,4430,1,7,Ans,396000,2554,0,HOUSE,5,3,155,0,0,1,1,16,0,0,2,0,0,0
8832,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,498000,2284,1,APARTMENT,5,2,218,1,0,0,1,12,0,0,4,0,1,1
8833,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,597000,6633,1,APARTMENT,5,2,90,0,0,0,1,4,0,0,2,0,0,1
8834,4.5584085198370445,50.68379979985528,1342,1,3,Ottignies-Louvain-la-Neuve,325000,471,0,VILLA,3,2,106,0,0,0,1,28,1,583,4,0,1,0
8835,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,600000,2429,0,HOUSE,6,3,174,0,0,1,1,8,1,73,3,0,0,0
8836,5.638561209383813,50.639959100598105,4020,1,7,Liège,195000,2437,1,APARTMENT,6,2,80,0,0,0,1,1,0,0,2,0,0,1
8837,4.408236007087518,50.87001921742844,1140,0,0,Evere,395000,2925,1,DUPLEX,0,3,110,0,0,0,1,12,1,25,2,0,0,0
8838,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,415000,4068,1,APARTMENT,5,2,102,1,0,0,1,14,0,0,2,0,0,1
8839,5.611734922005852,50.71149221666199,4680,1,7,Oupeye,499000,1897,0,HOUSE,5,4,263,1,0,1,1,16,0,0,4,0,0,0
8840,2.920364240174513,51.204054302137884,8400,2,10,Oostende,299000,1738,0,HOUSE,2,3,132,1,0,0,1,40,1,40,2,0,0,0
8841,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,459000,5961,1,APARTMENT,5,1,77,0,0,0,1,9,0,0,2,0,0,0
8842,4.471344481505892,50.845386982127444,1950,2,6,Kraainem,595000,1409,0,HOUSE,6,3,212,0,0,0,1,7,1,210,2,0,0,0
8843,2.7761610348929397,51.15486680637328,8434,2,10,Middelkerke,325000,5508,1,PENTHOUSE,3,1,59,0,0,1,1,44,0,0,2,0,0,1
8845,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,250000,2906,1,APARTMENT,6,2,86,0,0,0,1,5,0,0,2,0,0,1
8847,2.7761610348929397,51.15486680637328,8434,2,10,Middelkerke,694000,5338,1,PENTHOUSE,0,3,130,1,0,0,1,54,0,0,4,0,1,1
8848,5.594986028388135,50.69093418992845,4041,1,7,Herstal,390000,2805,0,APARTMENT_BLOCK,0,2,139,0,0,0,1,51,0,0,2,0,0,0
8849,4.361370487792108,50.78987082854528,1180,0,0,Uccle,950000,1892,0,HOUSE,6,6,268,0,0,0,1,100,1,234,2,0,0,0
8850,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,395000,1148,0,HOUSE,6,5,306,1,0,0,1,9,1,38,2,0,0,0
8851,4.408236007087518,50.87001921742844,1140,0,0,Evere,265000,2977,1,APARTMENT,5,2,89,0,0,0,1,8,0,0,4,0,0,1
8856,5.7415202000238965,49.68523319258533,6700,1,4,Arlon,395000,292,0,HOUSE,3,4,150,0,0,0,1,20,1,1200,4,0,0,0
8857,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,575000,1382,0,EXCEPTIONAL_PROPERTY,5,3,360,1,0,0,1,28,1,56,1,0,0,0
8858,4.361370487792108,50.78987082854528,1180,0,0,Uccle,635000,5619,1,APARTMENT,5,2,113,1,0,0,1,8,0,0,2,0,1,1
8860,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,230000,2473,1,APARTMENT,0,2,93,0,0,0,1,12,0,0,2,0,0,0
8861,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,169000,1300,0,HOUSE,6,2,130,0,0,0,1,20,0,0,3,0,0,0
8862,5.879655823611434,50.56914523874434,4802,1,7,Verviers,438000,3560,1,APARTMENT,5,2,123,1,0,0,1,10,0,0,2,0,1,1
8863,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,520000,3851,1,APARTMENT,5,3,135,1,1,0,1,8,0,0,2,0,1,1
8866,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,440000,3859,1,DUPLEX,5,2,114,0,0,0,1,12,0,0,1,0,0,0
8867,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,399000,2216,1,APARTMENT,5,3,180,0,0,0,1,45,0,0,2,0,0,0
8868,5.528168774947655,50.65833644138832,4430,1,7,Ans,199000,2341,1,APARTMENT,0,2,85,0,0,0,1,4,0,0,2,0,0,0
8869,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,169000,3380,1,APARTMENT,4,1,50,0,0,0,1,9,0,0,2,0,0,1
8871,4.186788555395837,50.909272565714325,1730,2,6,Asse,320000,2962,1,DUPLEX,5,2,108,0,0,0,1,34,0,0,2,0,0,0
8872,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,448344,3967,1,APARTMENT,0,3,113,0,0,0,1,12,0,0,2,0,0,0
8874,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,375000,3289,1,APARTMENT,0,3,114,1,0,0,1,8,0,0,3,0,1,1
8878,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,169000,1056,0,HOUSE,3,4,160,0,0,0,1,12,0,0,2,0,0,0
8879,4.324177215886155,50.814084975691195,1190,0,0,Forest,189000,4108,1,FLAT_STUDIO,0,0,46,1,0,0,1,3,0,0,2,0,1,1
8880,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,595000,5666,1,APARTMENT,6,2,105,0,0,0,1,30,0,0,2,0,0,1
8881,3.7710482317047225,51.03750198876654,9050,2,9,Gent,600000,2264,0,APARTMENT_BLOCK,3,6,220,0,0,0,1,10,1,45,2,0,0,0
8884,3.2588654806261412,51.31166474283851,8301,2,10,Knokke-Heist,455000,1496,0,HOUSE,6,4,184,0,0,1,1,25,1,120,3,0,0,0
8886,5.181064535082792,50.49945695953772,4500,1,7,Huy,279000,2682,1,APARTMENT,6,2,104,0,0,0,1,9,0,0,2,0,0,0
8887,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,460912,1961,0,HOUSE,6,3,175,1,0,0,1,12,1,60,2,0,0,0
8889,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,435000,1843,0,HOUSE,6,3,232,0,0,0,1,4,1,4,2,0,0,0
8890,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,525000,625,0,HOUSE,6,3,190,1,0,0,1,40,1,650,4,0,0,0
8891,3.2071828570336303,51.232646001171425,8000,2,10,Brugge,449000,3973,1,APARTMENT,5,3,113,0,0,0,1,24,0,0,3,0,1,1
8892,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,230000,4600,1,GROUND_FLOOR,5,1,50,0,0,0,1,10,0,0,3,0,1,0
8893,3.720262345300755,51.053260703972086,9000,2,9,Gent,474000,6000,1,APARTMENT,5,2,79,1,0,0,1,12,0,0,2,0,0,1
8894,4.047007532896995,50.941780843882924,9300,2,9,Aalst,569000,3490,0,HOUSE,5,3,162,1,0,0,1,28,1,1,4,0,0,0
8896,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,245000,1458,0,HOUSE,4,3,168,0,0,0,1,5,0,0,2,0,0,0
8897,2.920364240174513,51.204054302137884,8400,2,10,Oostende,238000,2833,1,APARTMENT,3,3,84,0,0,0,1,1,0,0,2,0,0,1
8899,5.7415202000238965,49.68523319258533,6700,1,4,Arlon,495000,1207,0,HOUSE,6,4,230,0,0,0,1,30,1,180,2,0,0,0
8900,5.42914187160935,50.64214218719312,4460,1,7,Grâce-Hollogne,175000,1166,0,HOUSE,2,2,70,0,0,0,1,40,1,80,2,0,0,0
8902,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,195000,2600,1,APARTMENT,6,2,75,0,0,0,1,16,0,0,4,0,0,0
8903,5.902807377719397,50.59238313745336,4801,1,7,Verviers,269000,736,0,HOUSE,3,5,155,0,0,0,1,42,1,210,3,0,0,0
8904,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,545000,4658,1,APARTMENT,5,2,117,1,0,0,1,15,0,0,2,0,1,1
8905,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,499000,6835,1,APARTMENT,0,2,73,0,0,0,1,4,0,0,2,0,0,0
8906,5.577531125648646,50.59185028437595,4000,1,7,Liège,359000,2475,1,APARTMENT,2,3,145,0,0,0,1,10,0,0,2,0,0,1
8907,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,359000,580,1,APARTMENT,6,4,443,1,0,0,1,20,1,175,2,0,0,0
8909,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,335000,1791,0,HOUSE,2,3,187,0,0,0,1,60,0,0,2,0,0,0
